timestamp_utc,puuid,tier,queue,old_lp,new_lp,lp_delta
2026-07-12T02:16:33,DiId0Htm8SFRtGs0uOynWAraoebKv5oFPV1H29Oa0P1NXdvaxgOY8I0PALdC8JLFDDsfRP66LJXyTA,master,RANKED_SOLO_5x5,723,753,30
2026-07-12T02:16:33,NshPEnYoXWYjNumDEIGVIMDbVKKKbAnVvuFbyjPCgRe3qrP2lJPacNvqyVwyKQ05q7d1APxho45eYQ,master,RANKED_SOLO_5x5,781,750,-31
2026-07-12T02:16:33,BLAKJNh_8uCJnwCwKLzyhz0eO-oM2aKOBf59T9qVHcqRMqNYFcpQsEOwhUCEx3ehpmZlP3C5rOkBXw,master,RANKED_SOLO_5x5,717,748,31
2026-07-12T02:16:33,5sF2SbscaIEbzOZNIm4PV0j3056mSojpdaYVgrpzAdmov2Q4ZRaJDGqhh7DtKZAc6-PxfRuB7w95Xw,master,RANKED_SOLO_5x5,705,735,30
2026-07-12T02:16:33,53a7w27kZ9iiDv7npFG9jYQe8CDLJVcICYvovkU8AeI4JLZqXUI5ltewmmJfdDFA2aszXoTi7_4hTQ,master,RANKED_SOLO_5x5,697,728,31
2026-07-12T02:16:33,jY7nRaxQXzI9ubg2ON_M4OLTDdBi1lBJuOFdMhYPaSmcVT70pGvbyLC5VCfVA9PU-s5FnR3wUgypxA,master,RANKED_SOLO_5x5,691,718,27
2026-07-12T02:16:33,DgRH9R4tEjDYQH9kKqHY55CqYSabadBLvlfnR2Rw-Aw9BfAtyUPo8h5HAsSd_tMX23eL2NR8eFQZJw,master,RANKED_SOLO_5x5,683,710,27
2026-07-12T02:16:33,M_MQz7zTnG4oU7p2resnI72aOaM9Vqm8rmZexH-5T7ROot2xvXfo1w7bE1oy5gzOu5NDfaPXG2Un6w,master,RANKED_SOLO_5x5,735,708,-27
2026-07-12T02:16:33,qoDp6-3lHCpyYF1p8fOBjh9AqYak94uq6hujV6-BdHodOmAMRHTcCd8qWQZoEgl2S-xG8tH6J5A1rQ,master,RANKED_SOLO_5x5,733,704,-29
2026-07-12T02:16:33,hG88e7q0dgtbnrKSqKhZN_bfBvZgVkokjhUS_Y2NU7JTCp5nXh5lIsR-oCGyaZThvpNyGx9aRrpEcA,master,RANKED_SOLO_5x5,673,703,30
2026-07-12T02:16:33,D5gDodWPvLNnSt4k-xnUSrsHPv3_p2eF-sd9xey4wuZFaxbZud-MU61neAGb6As8FQG8DTnsCvii3A,master,RANKED_SOLO_5x5,715,686,-29
2026-07-12T02:16:33,ikon_R-pnXHN5g61jIGqlFm0jMwju6Iq6DSv_BUDZcS7Bm7tTfEAvOLsDAeKRzwRvyElv0lZSm_BaQ,master,RANKED_SOLO_5x5,701,670,-31
2026-07-12T02:16:33,QJniUngJltsAJbStivuEFs3KLX2nVCEtF8pdXWN2CsYJknye6Zburm4FeQsX04hoyt6RqkTXpeEHDw,master,RANKED_SOLO_5x5,626,656,30
2026-07-12T02:16:33,zF9KELtwCWst7N1FTh9_x4iI3HURLvS-EmCafP--DTTvVLLKF6-znMoTuinA850FzXMwsgADXLuZhQ,master,RANKED_SOLO_5x5,684,654,-30
2026-07-12T02:16:33,WdJGgcVPhqJpk2ngqCKDugTJu0lY4gwgcsjMsnd0UtR-KdFjPX7t5YQTVoKYSoljt8WpothO9GPdQg,master,RANKED_SOLO_5x5,684,652,-32
2026-07-12T02:16:33,zXTI2kzRoV4RuMbDk46KivMfGSeWzSYXd0lqDXuSb5M8x1pgUNOBTSPKFfwmVyTr8E9yantDfbjrrg,master,RANKED_SOLO_5x5,590,652,62
2026-07-12T02:16:33,QNt4gMskrcN1G-lVA2Tt6QdsEGYuJ4Vb9lmkvFRpYDBBrdIXiwvsHbrD5SPD70qje_t8Fpgetz7cHw,master,RANKED_SOLO_5x5,546,577,31
2026-07-12T02:16:33,nn_0aZPMmIbHZAfoMKJEwoQwAW3gVLrgqPRpNjaH3nOnmXL3EBe1ZG7S07CGtA5b6faXlGZOR37AXA,master,RANKED_SOLO_5x5,546,576,30
2026-07-12T02:16:33,5UeK_dWL6k9D8ooavchM7Ait-WMmrvIsNrHrzPsKJWzd2xjQI6i3_oNQ75vNibcd_1vP9OfNLbr_uQ,master,RANKED_SOLO_5x5,603,572,-31
2026-07-12T02:16:33,qLPuy49bmUrDCK2HaI-Er-38G6bYxeWXWjHF_I5wfhkENz4OG-Oilt7R_9qM1CaXfZFKWzNKs1ecxg,master,RANKED_SOLO_5x5,589,557,-32
2026-07-12T02:16:33,zBX-eQg6_RgIUb2urZ5hL09dnHWACuIvl4HGuHPjv55AbqOxdlfCNdtqPdQFeuClFDM1JUvYszPMaw,master,RANKED_SOLO_5x5,584,554,-30
2026-07-12T02:16:33,rj5ZthbwinlXX-YTlK2L2egMWCaT3wtNXyBwIGgweygA68v4uD3_6V_Qi_pHRXt21LJuWLC8-D4zKA,master,RANKED_SOLO_5x5,514,547,33
2026-07-12T02:16:33,bKFOoEWjrvTYfCaIRvvABnVJboFTvmy_PCvEQo2TOFprZD5EKcBlJOAeummjdU5WLoqnqIV0yEejgw,master,RANKED_SOLO_5x5,468,530,62
2026-07-12T02:16:33,J7lPk4w6b1RoEd_5PWOBkEKZ17mCySoBxOx4c9sCmV9CjglUSWcVZ961OkeKD3PAn48RaBcIT2Xi5w,master,RANKED_SOLO_5x5,500,529,29
2026-07-12T02:16:33,wilcuHJVGSvd9KX4ca9hj-nE5HU4ZXiFp3v_gFl_VwvMXrp7DwEVdpi-4TjkWq8JTBR5N-I8fTsM2Q,master,RANKED_SOLO_5x5,487,517,30
2026-07-12T02:16:33,y7viDvXWLVWRlVvXjE2W4aow-DYjgroMSJD4QjnFp79XdCFs0G27CAW8qbq2B-vJsSKnmVRg4glf3Q,master,RANKED_SOLO_5x5,541,511,-30
2026-07-12T02:16:33,3ZIu56LIi-qBxSzOBV9Oq0T2TuzwX2SS1FZq0jNn6Rb-ZOeBKT4qvNC1XFsUfPOC6yrxat3gT5rCSw,master,RANKED_SOLO_5x5,532,503,-29
2026-07-12T02:16:33,dUfRNbC9R55KUMirY4oUp_s_gUB9Z3bJ-u7yNhnTwinhpWraqexsrTM0t60Ws3PseqAB5tZPerMNMQ,master,RANKED_SOLO_5x5,465,495,30
2026-07-12T02:16:33,AXEa1oIPg5jI2FaRbVBqYdErS_pUNmlRZAbchRmYSFlzG6GtekIUFdI8p2EZ6yxoyL3vkfBNIp_7ow,master,RANKED_SOLO_5x5,518,487,-31
2026-07-12T02:16:33,BHlwauKBLRwBi63oZq2bbnHD2J2aei7k5Mrfqps8JIJH23B8day8zurOwRpol3GHL5IoyxHkXmuprw,master,RANKED_SOLO_5x5,519,487,-32
2026-07-12T02:16:33,F3sUjJppzM00ygVeQGs8bgY2vcr1RTEW3n113HKxwTAUkKaBsoO9EoDmDv7dklnN0t5HxzcK3Mcy2A,master,RANKED_SOLO_5x5,452,482,30
2026-07-12T02:16:33,sQdlfyWzfdFwpGYEIZQcMYJdCa54oddqMWS8MoRaviEPC8ApSpw8n8UsyZruSQE7TBThZk7KHcCaNw,master,RANKED_SOLO_5x5,443,472,29
2026-07-12T02:16:33,Rx7WGTR9c45UNr-f66WxpRgR9ogleJaNBA4CVUOFUdrbOdcLT6q2kjfu_k_TDJyZJIiRO-hfnkT4BA,master,RANKED_SOLO_5x5,479,449,-30
2026-07-12T02:16:33,afGxWl5YWC2i_FwL6pd01EVSnVmlGoOFQ2eiWR6b1Wmwi06XzbZ4nv44XFwcqB5FXFAV3LaaIeKYEg,master,RANKED_SOLO_5x5,469,438,-31
2026-07-12T02:16:33,AT2Mlq8jtJyrM16E_LG_g-dMuMVcCEujaIP3HmS9p4818oSNTUoB4POnIRmZVR7M8R5CqFDUM34d6A,master,RANKED_SOLO_5x5,387,415,28
2026-07-12T02:16:33,JIF36_V2J4G3AseEFah8GICKoii5ev_6uNs1fJ-8_QUupMbGy7icJOn21uIWZ25ZUWsZ02g3DDal0Q,master,RANKED_SOLO_5x5,374,403,29
2026-07-12T02:16:33,Hmu-g7y56UXU3eOKyaBShaQYl2Ko8JzsylYBqcYa-V7ac0mmCA_OS1aWRhfqdofmbDpbi1E7beP1BQ,master,RANKED_SOLO_5x5,428,398,-30
2026-07-12T02:16:33,DzbOstep7phWnvC8S3Yyk0hNsyEPgrAIla2yX9Rzk5PYrOCtlJIdV5ijiuVCYNCKLkP3i8pZ__qfyA,master,RANKED_SOLO_5x5,425,396,-29
2026-07-12T02:16:33,eN7v2B9pm7wFoOrO-Z5eBceAVDp2cD1nEGHeMw53V8iXt1jazZr_l-Y2cxE-6Qx5cx1hQPCuVsC7Pg,master,RANKED_SOLO_5x5,366,395,29
2026-07-12T02:16:33,SazW6Pzu11WSB2sUrgXYRwmQOcmVBWfvCUUcqnlm-Cu2bDHZKRp9VgzAWatUpq_59L78huLJkc2n4g,master,RANKED_SOLO_5x5,334,365,31
2026-07-12T02:16:33,LlWbKcGY93RKTJv27QWcGP87uVsR6n4jQCw6BTbvSlZdCyllPlCietxP8Y95rAMx6AVZnIigJiBFwg,master,RANKED_SOLO_5x5,289,351,62
2026-07-12T02:16:33,g1nhtnwU39B-3E7CATs5--q6v82J3_4ap-RpUZm2ADCUxj0r5B0Aix0fWD92zfyqbnrjBfsxmu9V1A,master,RANKED_SOLO_5x5,313,343,30
2026-07-12T02:16:33,uAlBdic5hnTxvwHDVTCmSBy7a6InE3UCoxE3Cou_TegwDvaGTmZuT4kvlfZUyz-NEtUHEi9gjbzsGw,master,RANKED_SOLO_5x5,367,337,-30
2026-07-12T02:16:33,1rje1zEBm0lf1M26jYLpvhB2s6QHFl2wPZEfkUuQ-yZMj_h51XSFcbzcLJDtNec8jLGpcl6zenHg4A,master,RANKED_SOLO_5x5,367,335,-32
2026-07-12T02:16:33,WgAvG9LjESJxPkt3zn5GUgTq3pzxBIXhGcv_S1aDlkPeI_EMTSF_DD9BNi1XYBJZk1XBOTvjR5UAwQ,master,RANKED_SOLO_5x5,297,327,30
2026-07-12T02:16:33,ZbBPfKhxkwdOrHVROV_toAVC2hOnaX_eR0Pa1xG-P2A0J3zL85ldPByXq4vUnT9Bj2q_1ukyPLejdg,master,RANKED_SOLO_5x5,358,327,-31
2026-07-12T02:16:33,IlrHUEkpqrq2X87oLQy3QybYYfvJSPHpP8nUTxDqF0VpIzOSb0go2DGKN9BpMsk8EP9DysGde1P0uw,master,RANKED_SOLO_5x5,351,322,-29
2026-07-12T02:16:33,Dhh3O2K3LsrgMLHCgMocwoK2-DK_GL8ZIuUsc0_FePhdKy5uSJm6jvYleK9lxVIY4IiboYDe-ZiPjg,master,RANKED_SOLO_5x5,290,319,29
